url,vin,lot_number,auction,country,sale_branch,seller,auction_date,vehicle_type,year,make,model,color,bodytype,drive,fuel,engine,transmission,images
https://144.202.14.57/lot/143916545-2021-gmc-sierra-k15-1gtr9bed5mz315866,1GTR9BED5MZ315866,#54561934,Copart,United States,Ct - Hartford Springfield,-,2024-09-26,Automobile,2021,Gmc,Sierra K15,Black,-,4x4 W/rear Wheel Drv,Gas,5.3 L 8 cyl,Automatic,['https://ucars.pro/lot/images/copart/lpp-0524-dbe81d71ad3f4474b63420713a82010e_ful']
https://144.202.14.57/lot/145948517-2011-infiniti-g37-base-jn1cv6ap0bm508982,JN1CV6AP0BM508982,#71584954,Copart,United States,Md - Baltimore East,-,2024-09-26,Automobile,2011,Infiniti,G37 Base,Black,-,Rear Wheel Drive,Gas,3.7 L 6 cyl,Automatic,['https://ucars.pro/lot/images/copart/lpp-0924-aa3f85f78da84bd6bc0a71c8a0923cda_ful']
https://144.202.14.57/lot/147249135-2022-jeep-gladiator-1c6hjtag5nl156495,1C6HJTAG5NL156495,#53194274,Copart,United States,Pa - Pittsburgh North,Insurance company,2024-09-26,Automobile,2022,Jeep,Gladiator,White,-,4x4 W/rear Wheel Drv,Gas,3.6 L 6 cyl,Automatic,['https://ucars.pro/lot/images/copart/lpp-0524-3dbfd83742db4230abfc4bfbc44f4339_ful']
https://144.202.14.57/lot/144652256-2024-hyundai-tucson-sel-km8jccd13ru177174,KM8JCCD13RU177174,#65225644,Copart,Canada,On - Toronto,-,2024-09-26,Automobile,2024,Hyundai,Tucson Sel,Black,-,All Wheel Drive,Hybrid Engine,1.6 L 4 cyl,Automatic,['https://ucars.pro/lot/images/copart/lpp-0724-f506dc85d06e4e27a7b884ab6625e75e_ful']
https://144.202.14.57/lot/148121686-2024-honda-cr-v-sport-2hkrs6h93rh216092,2HKRS6H93RH216092,#68612184,Copart,Canada,On - Toronto,-,2024-09-26,Automobile,2024,Honda,Cr-v Sport,Black,-,All Wheel Drive,Hybrid Engine,2.0 L 4 cyl,Automatic,['https://ucars.pro/lot/images/copart/lpp-0924-1771dfcd5c504223944501bbb95958cf_ful']
https://144.202.14.57/lot/143048627-2022-ford-f150-super-1ftew1epxnfb87588,1FTEW1EPXNFB87588,#72684034,Copart,Canada,On - Toronto,-,2024-09-26,Automobile,2022,Ford,F150 Super,Black,-,4x4 W/rear Wheel Drv,Gas,2.7 L 6 cyl,Automatic,['https://ucars.pro/lot/images/copart/lpp-0924-4712c6f4aaa64a0783d9020f0ee9653e_ful']
https://144.202.14.57/lot/142518136-2021-volkswagen-jetta-sel-3vwg57bu1mm028270,3VWG57BU1MM028270,#63181524,Copart,Canada,On - London,-,2024-09-26,Automobile,2021,Volkswagen,Jetta Sel,White,-,Front Wheel Drive,Gas,1.4 L 4 cyl,Automatic,['https://ucars.pro/lot/images/copart/lpp-0724-f773cc4cf7f54079b7824fac1543b31a_ful']
https://144.202.14.57/lot/133834565-2020-kia-niro-ex-kndcd3ld5l5393051,KNDCD3LD5L5393051,#56543833,Copart,Canada,On - London,-,2024-09-26,Automobile,2020,Kia,Niro Ex,Grey,-,Front Wheel Drive,Hybrid Engine,1.6 L 4 cyl,Automatic,['https://ucars.pro/lot/images/copart/lpp-0623-d9c9519833fb4e59bc294776013d39c7_ful']
https://144.202.14.57/lot/144040376-2019-mazda-cx-5-sport-jm3kfbbl9k0540418,JM3KFBBL9K0540418,#67304044,Copart,Canada,On - Toronto,-,2024-09-26,Automobile,2019,Mazda,Cx-5 Sport,Black,-,All Wheel Drive,Gas,2.5 L 4 cyl,Automatic,['https://ucars.pro/lot/images/copart/lpp-0824-fe47af0cbc9b40f0a60f5ed020662f6a_ful']
https://144.202.14.57/lot/147810086-2018-toyota-4runner-sr-jtebu5jr5j5556568,JTEBU5JR5J5556568,#68001874,Copart,United States,Nj - Glassboro East,-,2024-09-26,Automobile,2018,Toyota,4runner Sr,Black,-,4x4 W/rear Wheel Drv,Gas,4.0 L 6 cyl,Automatic,['https://ucars.pro/lot/images/copart/lpp-0824-8361d0c05c4e439fa7a9500a72bac863_ful']
https://144.202.14.57/lot/144028365-2018-chevrolet-malibu-lt-1g1zd5st4jf251577,1G1ZD5ST4JF251577,#56382044,Copart,Canada,On - Toronto,-,2024-09-26,Automobile,2018,Chevrolet,Malibu Lt,Black,-,Front Wheel Drive,Gas,1.5 L 4 cyl,Automatic,['https://ucars.pro/lot/images/copart/lpp-0524-68aeb20516604356aa2fbde58ebe587b_ful']
https://144.202.14.57/lot/149419395-2018-honda-civic-lx-shhfk7h25ju304686,SHHFK7H25JU304686,#59391494,Copart,Canada,On - Toronto,-,2024-09-26,Automobile,2018,Honda,Civic Lx,Silver,-,Front Wheel Drive,Gas,1.5 L 4 cyl,Automatic,['https://ucars.pro/lot/images/copart/lpp-0624-5a2da3a97fb24ca891a95634078dee6d_ful']
https://144.202.14.57/lot/146756917-2017-hyundai-tucson-lim-km8j3ca42hu534731,KM8J3CA42HU534731,#71965764,Copart,Canada,On - Ottawa,-,2024-09-26,Automobile,2017,Hyundai,Tucson Lim,White,-,All Wheel Drive,Gas,2.0 L 4 cyl,Automatic,['https://ucars.pro/lot/images/copart/lpp-0924-0129a59b8968481295d5449fe42b62d2_ful']
https://144.202.14.57/lot/148549966-2014-toyota-venza-le-4t3bk3bb9eu102872,4T3BK3BB9EU102872,#66994584,Copart,Canada,On - Toronto,-,2024-09-26,Automobile,2014,Toyota,Venza Le,Black,4dr Sport Utility,All Wheel Drive,Gas,3.5 L 6 cyl,Automatic,['https://ucars.pro/lot/images/copart/lpp-0824-f13164063498489fb0661beb37ef4ef4_ful']
https://144.202.14.57/lot/147102576-2016-mazda-3-sport-3mzbm1j78gm323215,3MZBM1J78GM323215,#67520174,Copart,United States,Oh - Cleveland West,-,2024-09-26,Automobile,2016,Mazda,3 Sport,Blue,-,Front Wheel Drive,Gas,2.0 L 4 cyl,Automatic,['https://ucars.pro/lot/images/copart/lpp-0824-4120a0d72beb4ad58b07d253401dac21_ful']
https://144.202.14.57/lot/141546117-2012-audi-a6-premium-wauggafc5cn172787,WAUGGAFC5CN172787,#71164514,Copart,United States,Pa - Altoona,-,2024-09-26,Automobile,2012,Audi,A6 Premium,Black,-,All Wheel Drive,Gas,3.0 L 6 cyl,Automatic,['https://ucars.pro/lot/images/copart/lpp-0924-f103ffa6f39b4b0ba3640da57d0d79b3_ful']
https://144.202.14.57/lot/144420186-2017-honda-accord-exl-1hgcr2f83ha289085,1HGCR2F83HA289085,#68102444,Copart,United States,Ny - Newburgh,Insurance company,2024-09-26,Automobile,2017,Honda,Accord Exl,White,-,Front Wheel Drive,Gas,2.4 L 4 cyl,Automatic,['https://ucars.pro/lot/images/copart/lpp-0824-302977449aaf4875ab8baab3a33d69a9_ful']
https://144.202.14.57/lot/147071517-2019-mazda-cx-3-grand-jm1dkfd76k0408432,JM1DKFD76K0408432,#71517074,Copart,United States,Pa - Altoona,-,2024-09-26,Automobile,2019,Mazda,Cx-3 Grand,White,-,All Wheel Drive,Gas,2.0 L 4 cyl,Automatic,['https://ucars.pro/lot/images/copart/lpp-0924-1bb78109b03b4de588ad6f4d49c88336_ful']
https://144.202.14.57/lot/140735776-2016-buick-enclave-5gakrbkd3gj316525,5GAKRBKD3GJ316525,#67753704,Copart,United States,Ga - Savannah,-,2024-09-26,Automobile,2016,Buick,Enclave,White,-,Front Wheel Drive,Gas,3.6 L 6 cyl,Automatic,['https://ucars.pro/lot/images/copart/lpp-0824-49614b85654b49e68c7a5d79d2a1ce91_ful']
https://144.202.14.57/lot/142621317-2024-toyota-land-cruis-jteabfajxr5001564,JTEABFAJXR5001564,#71312624,Copart,Canada,Ns - Halifax,-,2024-09-26,Automobile,2024,Toyota,Land Cruis,Brown,-,4x4 W/rear Wheel Drv,Hybrid Engine,2.4 L 4 cyl,Automatic,['https://ucars.pro/lot/images/copart/lpp-0924-15728299c0bc43e482f9285d137dfd00_ful']
https://144.202.14.57/lot/145957226-2008-bmw-x3-30si-wbxpc93448wj11347,WBXPC93448WJ11347,#62275954,Copart,United States,Ks - Kansas City,-,2024-09-26,Automobile,2008,Bmw,X3 3.0si,Gold,4dr Sport Utility,All Wheel Drive,Gas,3.0 L 6 cyl,Automatic,['https://ucars.pro/lot/images/copart/lpp-0724-303be58cc8d4482b9d062e7becf7650c_ful']
https://144.202.14.57/lot/144459596-2021-ram-1500-trx-1c6srfu95mn764968,1C6SRFU95MN764968,#69595444,Copart,United States,Tx - Houston East,-,2024-09-26,Automobile,2021,Ram,1500 Trx,White,-,4x4 W/rear Wheel Drv,Gas,6.2 L 8 cyl,Automatic,['https://ucars.pro/lot/images/copart/lpp-0824-0a767c90db8c476f935af849ba37cf2f_ful']
https://144.202.14.57/lot/144692007-2017-mercedes-benz-g-63-amg-wdcyc7df0hx280193,WDCYC7DF0HX280193,#70029644,Copart,United States,Tx - Dallas South,-,2024-09-26,Automobile,2017,Mercedes-benz,G 63 Amg,White,-,All Wheel Drive,Gas,5.5 L 8 cyl,Automatic,['https://ucars.pro/lot/images/copart/lpp-0924-c34a0600c7d848abb5d9194ea578bd2a_ful']
https://144.202.14.57/lot/144924366-2023-toyota-camry-se-n-4t1g11ak9pu811375,4T1G11AK9PU811375,#66342944,Copart,United States,Az - Phoenix,-,2024-09-26,Automobile,2023,Toyota,Camry Se N,Charcoal,-,Front Wheel Drive,Gas,2.5 L 4 cyl,Automatic,['https://ucars.pro/lot/images/copart/lpp-0824-8fe7a9214e3d4cf6ba1930bf152f32d1_ful']
https://144.202.14.57/lot/148421785-2001-ford-excursion-1fmsu43f61ed04678,1FMSU43F61ED04678,#58712484,Copart,United States,Ky - Earlington,-,2024-09-26,Automobile,2001,Ford,Excursion,Green,-,4x4 W/rear Wheel Drv,Diesel,7.3 L 8 cyl,-,['https://ucars.pro/lot/images/copart/lpp-0224-4521fa22b255476cb2fabfa877352bfb_ful']
https://144.202.14.57/lot/141489266-2019-volkswagen-jetta-s-3vwc57bu1km170369,3VWC57BU1KM170369,#66298414,Copart,United States,In - Cicero,-,2024-09-26,Automobile,2019,Volkswagen,Jetta S,Blue,-,Front Wheel Drive,Gas,1.4 L 4 cyl,Automatic,['https://ucars.pro/lot/images/copart/lpp-0824-26fad0a31817414db9a8a92b81d50d52_ful']
https://144.202.14.57/lot/142534917-2018-gmc-terrain-sl-3gkalpev2jl372246,3GKALPEV2JL372246,#71943524,Copart,United States,Tn - Memphis,-,2024-09-26,Automobile,2018,Gmc,Terrain Sl,White,-,Front Wheel Drive,Gas,1.5 L 4 cyl,-,['https://ucars.pro/lot/images/copart/lpp-0924-2d3bc09fd6ac4c618b487527e0763192_ful']
https://144.202.14.57/lot/149387456-2015-acura-ilx-20-pre-19vde1f51fe005003,19VDE1F51FE005003,#65478394,Copart,United States,Tx - Dallas,Insurance company,2024-09-26,Automobile,2015,Acura,Ilx 20 Pre,Black,-,Front Wheel Drive,Gas,2.0 L 4 cyl,Automatic,['https://ucars.pro/lot/images/copart/lpp-0824-f6e592d64c8b4e9fb7dfc37099f48a29_ful']
https://144.202.14.57/lot/144407816-2022-kia-forte-gt-l-3kpf54ad8ne422049,3KPF54AD8NE422049,#61870444,Copart,United States,Fl - Tampa South,-,2024-09-26,Automobile,2022,Kia,Forte Gt L,Orange,-,Front Wheel Drive,Gas,2.0 L 4 cyl,Automatic,['https://ucars.pro/lot/images/copart/lpp-0724-bd03e6b8ad144775855ab5e92844d46e_ful']
https://144.202.14.57/lot/143909776-2014-bmw-535-i-wba5b1c58ed477771,WBA5B1C58ED477771,#67790934,Copart,United States,Nd - Bismarck,-,2024-09-26,Automobile,2014,Bmw,535 I,White,-,Rear Wheel Drive,Gas,3.0 L 6 cyl,Automatic,['https://ucars.pro/lot/images/copart/lpp-0824-303086f0dc86457da1e14abe513e1fac_ful']
https://144.202.14.57/lot/147012766-2013-audi-q7-prestig-wa1dgafe2dd006106,WA1DGAFE2DD006106,#66721074,Copart,United States,Mn - Minneapolis North,-,2024-09-26,Automobile,2013,Audi,Q7 Prestig,Blue,4dr Sport Utility,All Wheel Drive,Gas,3.0 L 6 cyl,Automatic,['https://ucars.pro/lot/images/copart/lpp-0824-6502c123ad954e4cadffb15d40685c4f_ful']
https://144.202.14.57/lot/142666255-2021-toyota-rav4-xle-2t3w1rfvxmw127676,2T3W1RFVXMW127676,#55266624,Copart,United States,Tx - Dallas,-,2024-09-26,Automobile,2021,Toyota,Rav4 Xle,Green,-,Front Wheel Drive,Gas,2.5 L 4 cyl,Automatic,['https://ucars.pro/lot/images/copart/lpp-0524-1ef53960f6754ef68ca4cd7c7aa7f9c5_ful']
https://144.202.14.57/lot/142613915-2011-audi-a4-premium-wauafafl0bn053584,WAUAFAFL0BN053584,#51931624,Copart,United States,Mn - Minneapolis,-,2024-09-26,Automobile,2011,Audi,A4 Premium,Black,Sedan 4dr,Front Wheel Drive,Gas,2.0 L 4 cyl,Automatic,['https://ucars.pro/lot/images/copart/lpp-0424-4b318f6bd2e84535841cecb58cb572df_ful']
https://144.202.14.57/lot/144127256-2018-subaru-impreza-4s3gtaa65j3709392,4S3GTAA65J3709392,#65272144,Copart,United States,In - Dyer,-,2024-09-26,Automobile,2018,Subaru,Impreza,Red,-,All Wheel Drive,Gas,2.0 L 4 cyl,Automatic,['https://ucars.pro/lot/images/copart/lpp-0824-b1b74f045d3142128d38bda663658e28_ful']
https://144.202.14.57/lot/142907706-2014-nissan-maxima-s-1n4aa5ap2ec497302,1N4AA5AP2EC497302,#60770924,Copart,United States,Tx - Dallas South,-,2024-09-26,Automobile,2014,Nissan,Maxima S,Charcoal,-,Front Wheel Drive,Gas,3.5 L 6 cyl,Automatic,['https://ucars.pro/lot/images/copart/lpp-0724-c2a735c1f21b4e9bae1a3f47363b6af9_ful']
https://144.202.14.57/lot/140523186-2019-ford-ranger-xl-1fter4eh5kla28430,1FTER4EH5KLA28430,#68132504,Copart,United States,Tx - Dallas,-,2024-09-26,Automobile,2019,Ford,Ranger Xl,Black,-,Rear Wheel Drive,Gas,2.3 L 4 cyl,Automatic,['https://ucars.pro/lot/images/copart/lpp-0924-43d8ad8536604ee68538197026caaf20_ful']
https://144.202.14.57/lot/143728256-2020-gmc-sierra-k15-3gtu9det7lg256010,3GTU9DET7LG256010,#65282734,Copart,United States,Tx - Austin,-,2024-09-26,Automobile,2020,Gmc,Sierra K15,White,-,4x4 W/rear Wheel Drv,Diesel,3.0 L 6 cyl,Automatic,['https://ucars.pro/lot/images/copart/lpp-0724-13b0e2af7af04b7d99e4831eb5747f69_ful']
https://144.202.14.57/lot/148420386-2017-cadillac-cts-v-1g6a15s63h0129008,1G6A15S63H0129008,#68302484,Copart,United States,Il - Chicago North,-,2024-09-26,Automobile,2017,Cadillac,Cts-v,White,Sedan 4dr,Rear Wheel Drive,Gas,6.2 L 8 cyl,Automatic,['https://ucars.pro/lot/images/copart/lpp-0824-20f0c7ed5c1f468a9c764652f0f9bee3_ful']
https://144.202.14.57/lot/141548536-2022-toyota-corolla-cr-7mubaabg9nv002538,7MUBAABG9NV002538,#63584514,Copart,United States,Ca - San Jose,-,2024-09-26,Automobile,2022,Toyota,Corolla Cr,Black,-,All Wheel Drive,Gas,2.0 L 4 cyl,Automatic,['https://ucars.pro/lot/images/copart/lpp-0824-4472f8fba9e1415590fd1b5b6bcbe7ca_ful']
https://144.202.14.57/lot/143885676-2019-audi-a4-premium-waugmaf43kn022418,WAUGMAF43KN022418,#67658834,Copart,United States,Tx - Austin,-,2024-09-26,Automobile,2019,Audi,A4 Premium,Blue,-,Front Wheel Drive,Gas,2.0 L 4 cyl,Automatic,['https://ucars.pro/lot/images/copart/lpp-0824-eddec68a89154a75a495ab2cff8d46b5_ful']
https://144.202.14.57/lot/143012066-2015-bmw-x5-xdrive5-5uxkr6c56f0j74591,5UXKR6C56F0J74591,#66021034,Copart,United States,Tx - Austin,-,2024-09-26,Automobile,2015,Bmw,X5 Xdrive5,Blue,4dr Sport Utility,All Wheel Drive,Gas,4.4 L 8 cyl,Automatic,['https://ucars.pro/lot/images/copart/lpp-0824-2bf1e39612be44fc83a988b6ac8883a1_ful']
https://144.202.14.57/lot/144321966-2024-bmw-x7-xdrive4-5ux23em09r9u39163,5UX23EM09R9U39163,#66912344,Copart,United States,Ca - Rancho Cucamonga,Insurance company,2024-09-26,Automobile,2024,Bmw,X7 Xdrive4,Black,-,All Wheel Drive,Gas,3.0 L 6 cyl,Automatic,['https://ucars.pro/lot/images/copart/lpp-0824-f7f65707991c4efca7c1956cc5f78ed8_ful']
https://144.202.14.57/lot/149872946-2013-ford-transit-co-nm0ls6bn0dt140831,NM0LS6BN0DT140831,#64927894,Copart,United States,Az - Phoenix North,-,2024-09-26,Automobile,2013,Ford,Transit Co,White,-,Front Wheel Drive,Gas,2.0 L 4 cyl,-,['https://ucars.pro/lot/images/copart/lpp-0724-c68609255aa0470daa4b1f21df2ae4da_ful']
https://144.202.14.57/lot/142614227-2019-porsche-cayenne-wp1aa2ay0kda09924,WP1AA2AY0KDA09924,#72241624,Copart,Canada,Ab - Edmonton,-,2024-09-26,Automobile,2019,Porsche,Cayenne,White,-,All Wheel Drive,Gas,3.0 L 6 cyl,Automatic,['https://ucars.pro/lot/images/copart/lpp-0924-2bc4e8e37879487d8ef5b12dbea51e4e_ful']
https://144.202.14.57/lot/141529017-2018-porsche-cayenne-wp1aa2a27jka04421,WP1AA2A27JKA04421,#71092514,Copart,United States,Tx - San Antonio,-,2024-09-26,Automobile,2018,Porsche,Cayenne,Black,-,All Wheel Drive,Gas,3.6 L 6 cyl,Automatic,['https://ucars.pro/lot/images/copart/lpp-0924-ed3c380c8e924d1ea2eac857994e5e42_ful']
https://144.202.14.57/lot/144962066-2017-bmw-i3-bev-wby1z6c37hv548559,WBY1Z6C37HV548559,#66026944,Copart,United States,Co - Denver,-,2024-09-26,Automobile,2017,Bmw,I3 Bev,Black,-,Rear Wheel Drive,Electric,-,Automatic,['https://ucars.pro/lot/images/copart/lpp-0824-add1c75bf27042b4a304e666d8d35940_ful']
https://144.202.14.57/lot/145928166-2017-mazda-cx-5-touri-jm3kfacl1h0213822,JM3KFACL1H0213822,#66182954,Copart,United States,Tx - Dallas,Insurance company,2024-09-26,Automobile,2017,Mazda,Cx-5 Touri,Blue,-,Front Wheel Drive,Gas,2.5 L 4 cyl,Automatic,['https://ucars.pro/lot/images/copart/lpp-0824-a5f82bc208d042039b2c794ff36f724d_ful']
https://144.202.14.57/lot/141814396-2007-subaru-impreza-2-jf1gd61607h505627,JF1GD61607H505627,#69341814,Copart,United States,Ca - Rancho Cucamonga,-,2024-09-26,Automobile,2007,Subaru,Impreza 2.,Blue,-,All Wheel Drive,Gas,2.5 L 4 cyl,Automatic,['https://ucars.pro/lot/images/copart/lpp-0824-5d4f80bee0cd49079d4bad080da30527_ful']
https://144.202.14.57/lot/140574106-2018-porsche-911-gt3-wp0ac2a95js177170,WP0AC2A95JS177170,#60147504,Copart,United States,Ca - Hayward,-,2024-09-26,Automobile,2018,Porsche,911 Gt3,White,-,Rear Wheel Drive,Gas,4.0 L 6 cyl,Manual,['https://ucars.pro/lot/images/copart/lpp-0624-5abc0a672bcb422583437cc7c928bde0_ful']
https://144.202.14.57/lot/144848207-2019-porsche-boxster-ba-wp0ca2a86ks210880,WP0CA2A86KS210880,#70284844,Copart,United States,Az - Phoenix North,-,2024-09-26,Automobile,2019,Porsche,Boxster Ba,Black,-,Rear Wheel Drive,Gas,2.0 L 4 cyl,Automatic,['https://ucars.pro/lot/images/copart/lpp-0924-b00cb9574a0b48409936395909b2f843_ful']
https://144.202.14.57/lot/143318766-2015-lexus-is-250-jthbf1d26f5046340,JTHBF1D26F5046340,#66781334,Copart,United States,Tx - San Antonio,-,2024-09-26,Automobile,2015,Lexus,Is 250,Black,-,Rear Wheel Drive,Gas,2.5 L 6 cyl,-,['https://ucars.pro/lot/images/copart/lpp-0724-d51dad5bca7c4c498466d43f4748fdcd_ful']
https://144.202.14.57/lot/144456406-2016-bmw-m4-wbs3r9c55gk339049,WBS3R9C55GK339049,#60465444,Copart,United States,Tx - Houston East,-,2024-09-26,Automobile,2016,Bmw,M4,Black,-,Rear Wheel Drive,Gas,3.0 L 6 cyl,Automatic,['https://ucars.pro/lot/images/copart/lpp-0624-098c6843bbd2400bab68360e8e5c6798_ful']
https://144.202.14.57/lot/140823046-2020-ram-1500-laram-1c6srfjt1ln175351,1C6SRFJT1LN175351,#64032804,Copart,United States,Tx - Houston East,-,2024-09-26,Automobile,2020,Ram,1500 Laram,Burgundy,-,4x4 W/rear Wheel Drv,Gas,5.7 L 8 cyl,Automatic,['https://ucars.pro/lot/images/copart/lpp-0724-5a828c354c2048c4b14cf706954f6778_ful']
https://144.202.14.57/lot/142363786-2018-kia-sorento-lx-5xypgda37jg351655,5XYPGDA37JG351655,#68736324,Copart,United States,Co - Denver,-,2024-09-26,Automobile,2018,Kia,Sorento Lx,White,-,All Wheel Drive,Gas,2.4 L 4 cyl,Automatic,['https://ucars.pro/lot/images/copart/lpp-0824-139ba937c7c74ae0a3c3d52909653552_ful']
https://144.202.14.57/lot/148674815-2017-hyundai-sonata-spo-5npe34af0hh446235,5NPE34AF0HH446235,#51847684,Copart,United States,Nv - Las Vegas,Insurance company,2024-09-26,Automobile,2017,Hyundai,Sonata Spo,White,-,Front Wheel Drive,Gas,2.4 L 4 cyl,Automatic,['https://ucars.pro/lot/images/copart/lpp-0424-5035ff6327fa4941adb7755c692b446f_ful']
https://144.202.14.57/lot/140748386-2022-volkswagen-tiguan-se-3vv2b7ax9nm099754,3VV2B7AX9NM099754,#68384704,Copart,United States,Co - Denver,-,2024-09-26,Automobile,2022,Volkswagen,Tiguan Se,White,-,All Wheel Drive,Gas,2.0 L 4 cyl,Automatic,['https://ucars.pro/lot/images/copart/lpp-0824-43cacaddbe884d52a3cfb2fbd9946be5_ful']
https://144.202.14.57/lot/143000027-2010-volkswagen-tiguan-se-wvgbv7ax7aw523914,WVGBV7AX7AW523914,#72000034,Copart,United States,Co - Denver,-,2024-09-26,Automobile,2010,Volkswagen,Tiguan Se,White,-,All Wheel Drive,Gas,2.0 L 4 cyl,Automatic,['https://ucars.pro/lot/images/copart/lpp-0924-419f30435ad54e1189d84ca502133e4c_ful']
https://144.202.14.57/lot/146460195-2011-bmw-335-i-wbadx7c58be579187,WBADX7C58BE579187,#59106464,Copart,United States,Mn - Minneapolis,Insurance company,2024-09-26,Automobile,2011,Bmw,335 I,Silver,-,Rear Wheel Drive,Gas,3.0 L 6 cyl,Automatic,['https://ucars.pro/lot/images/copart/lpp-0624-50a76bbc9b5c4b5993de3119c18cc635_ful']
https://144.202.14.57/lot/141203446-2018-nissan-murano-s-5n1az2mh4jn124844,5N1AZ2MH4JN124844,#64430214,Copart,United States,Il - Chicago North,-,2024-09-26,Automobile,2018,Nissan,Murano S,Black,-,All Wheel Drive,Gas,3.5 L 6 cyl,Automatic,['https://ucars.pro/lot/images/copart/lpp-0824-0f9fbf9d0287460187110d0492caa13e_ful']
https://144.202.14.57/lot/149279596-2015-volkswagen-jetta-gli-3vw4s7aj5fm267326,3VW4S7AJ5FM267326,#69597294,Copart,United States,Tn - Memphis,-,2024-09-26,Automobile,2015,Volkswagen,Jetta Gli,Silver,Sedan 4dr,Front Wheel Drive,Gas,2.0 L 4 cyl,Automatic,['https://ucars.pro/lot/images/copart/lpp-0824-285ce1710b4a43fcb5fb89d4ab60b9df_ful']
https://144.202.14.57/lot/141798417-2013-volkswagen-jetta-tdi-3vwpl7aj9dm647115,3VWPL7AJ9DM647115,#71489714,Copart,United States,Az - Phoenix North,-,2024-09-26,Automobile,2013,Volkswagen,Jetta Tdi,Silver,-,Front Wheel Drive,Diesel,2.0 L 4 cyl,Automatic,['https://ucars.pro/lot/images/copart/lpp-0924-62a9726f09da4439aecb4743b35c3088_ful']
https://144.202.14.57/lot/147805226-2021-jeep-grand-cherokee-1c4rjebg2mc679236,1C4RJEBG2MC679236,#62250874,Copart,United States,Ca - Fresno,-,2024-09-26,Automobile,2021,Jeep,Grand Cherokee,Black,-,Rear Wheel Drive,Flexiblefuel,3.6 L 6 cyl,Automatic,['https://ucars.pro/lot/images/copart/lpp-0724-9e6af1e3a96d49a58bdf23542319420c_ful']
https://144.202.14.57/lot/144592736-2014-mazda-cx-9-touri-jm3tb2caxe0428566,JM3TB2CAXE0428566,#63729544,Copart,United States,Ca - San Bernardino,-,2024-09-26,Automobile,2014,Mazda,Cx-9 Touri,Black,4dr Sport Utility,Front Wheel Drive,Gas,3.7 L 6 cyl,Automatic,['https://ucars.pro/lot/images/copart/lpp-0824-1d0d6a8f0aeb48b89f18b1f5d1cdcafb_ful']
https://144.202.14.57/lot/149284526-2006-land-rover-range-rove-salmf15486a233315,SALMF15486A233315,#62548294,Copart,United States,Fl - Tallahassee,-,2024-09-27,Automobile,2006,Land Rover,Range Rove,Black,-,All Wheel Drive,Gas,4.4 L 8 cyl,Automatic,['https://ucars.pro/lot/images/copart/lpp-0724-6b21a5569e434b43aa2639c183d8f270_ful']
https://144.202.14.57/lot/144728686-2010-toyota-camry-se-4t1bk3ek8au107124,4T1BK3EK8AU107124,#68682744,Copart,United States,Va - Richmond,-,2024-09-27,Automobile,2010,Toyota,Camry Se,Tan,-,Front Wheel Drive,Gas,3.5 L 6 cyl,Automatic,['https://ucars.pro/lot/images/copart/lpp-0824-f2faef6fd386445ebafafccf72371653_ful']
https://144.202.14.57/lot/149243286-2007-ford-f150-super-1ftrw14557fa42723,1FTRW14557FA42723,#68234294,Copart,United States,Ky - Walton,-,2024-09-27,Automobile,2007,Ford,F150 Super,Black,-,4x4 W/rear Wheel Drv,Gas,5.4 L 8 cyl,Automatic,['https://ucars.pro/lot/images/copart/lpp-0824-0999c3f5c1b048528e37fa13f17863f2_ful']
https://144.202.14.57/lot/142462296-2016-lexus-nx-200t-ba-jtjbarbzxg2061597,JTJBARBZXG2061597,#69226424,Copart,United States,Nj - Somerville,-,2024-09-27,Automobile,2016,Lexus,Nx 200t Ba,Silver,-,All Wheel Drive,Gas,2.0 L 4 cyl,Automatic,['https://ucars.pro/lot/images/copart/lpp-0824-0bde90fb28244f1ba7be31c2c7d239c1_ful']
https://144.202.14.57/lot/140845836-2008-jeep-wrangler-u-1j4ga59108l500202,1J4GA59108L500202,#63854804,Copart,United States,Nv - Reno,-,2024-09-26,Automobile,2008,Jeep,Wrangler U,Black,4dr Sport Utility,4x4 W/rear Wheel Drv,Gas,3.8 L 6 cyl,Automatic,['https://ucars.pro/lot/images/copart/lpp-0724-a42ab92653e0473db0b45a74ccc4c087_ful']
https://144.202.14.57/lot/149170896-2018-porsche-macan-wp1aa2a5xjlb01472,WP1AA2A5XJLB01472,#69807194,Copart,United States,Fl - Tallahassee,Insurance company,2024-09-27,Automobile,2018,Porsche,Macan,Grey,-,All Wheel Drive,Gas,2.0 L 4 cyl,Automatic,['https://ucars.pro/lot/images/copart/lpp-0824-f317ea8a874c4d698a758433d16f67a4_ful']
https://144.202.14.57/lot/149743376-1992-mercedes-benz-300-sl-wdbfa61e9nf043226,WDBFA61E9NF043226,#67334794,Copart,United States,Va - Hampton,-,2024-09-27,Automobile,1992,Mercedes-benz,300 Sl,Red,-,Rear Wheel Drive,Gas,3.0 L 6 cyl,Automatic,['https://ucars.pro/lot/images/copart/lpp-0824-f0c5587ca4944e758e521e536f75ffd0_ful']
